Headline,Date,Content,scores,compound_scores
Turkey facing sanctions 'blackmailing': finance minister,Oct 21 2019,"ISTANBUL () - Turkish Finance Minister Berat Albayrak said on Monday that sanctions threats have become a “blackmailing” effort, a week after Washington slapped sanctions on some of Turkey's ministers and ministries over Ankara's military incursion in Syria. “In the past few weeks Turkey has been subjected to many sanctions threats. Unfortunately economic sanctions have become an element of blackmailing our country,” he said at a forum hosted by state broadcaster TRT. “Our financial markets have shown a tremendous level of resilience despite...threats of economic sanctions which shows that we have developed immunity against outside shocks as well,” he added. ","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.8625}",-0.8625
"Facing protests, Lebanon approves emergency economic reforms",Oct 21 2019,"BEIRUT () - Lebanon approved an emergency reform package on Monday in response to protests over dire economic conditions, but the moves did not go far enough to persuade demonstrators to leave the streets or investors to halt a plunge in its bonds. Hundreds of thousands of people have flooded the streets since Thursday, furious at a political class they accuse of pushing the economy to the point of collapse. Roads were blocked for a fifth day across the country. Schools, banks and businesses were closed, and Banks are expected to remain shut on Tuesday.  Prime Minister Saad al-Hariri, in a televised speech, said the new measures might not meet the protesters' demands but were a start towards achieving some of them. The government must work to recover trust, he said. “You are the compass and ... your movement frankly is what led us to this decision today,” added Hariri, who said big steps had been taken towards fighting corruption and waste. But despite the reforms, Lebanon's dollar-denominated bounds suffered hefty losses on Monday following sharp drops on Friday. Some sank to record lows. Investors said the turmoil showed Lebanon was running out of time to fix its economic problems. “It is just a mess - and it looks like it is more and more unsustainable. I don't think it is a final nail in the coffin - but it is looking ominous,” said Kevin Daly, Senior Investment Manager, Emerging Market Debt at Aberdeen Standard Investments. “There has been fiscal adjustment, but it has not been enough.”  The reforms included the symbolic halving of the salaries of ministers and lawmakers, as well as moves towards implementing long-delayed measures vital to putting the public finances on a sustainable path. Maya Mhana, a teacher listening to the speech in Beirut with other protesters, was not convinced. “We are remaining in the streets, we don't believe a single word he said,” she said. Protesters sang into the night in Beirut and continued to demonstrate in other parts of the country. “We don't believe that they can change in two days,” said Fadi Abou Dargham, a 55-year-old jeweler.  The protests have been extraordinary because of their size and geographic reach in a country where political movements are normally divided on sectarian lines and struggle to draw nationwide appeal. Lebanon has one of the world's highest levels of government debt as a share of economic output. The government includes most major parties, run by politicians widely perceived to have mobilized state resources and influence for their own gain. The economy has been hit by political paralysis and regional conflicts, compounded by strains in the financial system that have risen as inward capital flows have slowed. Unemployment among the under 35s runs at 37%.     Lebanese have started to feel pressures in the financial system more acutely of late, with dollars becoming harder to obtain at the official exchange rate. The pound, pegged at its current rate for two decades, has been under pressure. International donors last year pledged $11 billion to help Lebanon finance capital investment, conditional on reforms. Hariri said the new decisions would satisfy donors and the government would approve within three weeks the first phase of the capital investment program. The government approved a 2020 budget with no new taxes and a deficit of around 0.6% of national output, Hariri said, describing this as a historic achievement. The deficit for 2019 is around 7% of GDP. Lebanon's large banking sector would contribute 5.1 trillion Lebanese pounds ($3.4 billion) to deficit reduction, including through an increase in the tax on bank profits, Hariri said. Steps included abolishing the information ministry and some other state bodies. The government would accelerate the long-delayed reform of the state-run power sector, which drains $2 billion from the treasury per year while failing to deliver enough power for Lebanese who depend on private generators to fill the gap. Nassib Ghobril, Byblos Bank chief economist, said the reforms sounded good on paper but there were “a lot of question marks”. He criticized the increased taxes on banks, which were hit by a tax hike in 2018. Rampant evasion must be fought. “The approach seems to have not changed,” he said. “The government considers the private sector only as a source of tax revenues instead of working to improve the investment climate, the business climate and raising the economy's competitiveness.” (This story has been refiled to remove duplicate word “dollars” in paragraph 17)  ","{'neg': 0.125, 'neu': 0.8, 'pos': 0.075, 'compound': -0.9904}",-0.9904
Chile's Pinera vows 'new social contract' amid massive marches against inequality,Oct 21 2019,"SANTIAGO () - Chilean President Sebastian Pinera said on Monday evening he would meet opposition leaders to forge a “new social contract” to alleviate inequality as thousands of Chileans defied a military curfew in protest marches around the capital.  Pinera struck a conciliatory tone in a national address from the Moneda Palace in Santiago after declaring on Sunday from the city's military barracks that the country was “at war” against vandals, a statement that sparked outrage in some quarters. “If sometimes I have spoken harshly... it's because it makes me indignant to see the damage and pain that this violence causes,” the 69-year-old conservative billionaire said. Thousands of Chileans poured into Santiago's central squares on Monday to protest high living costs after a weekend of looting, arson and clashes with security forces killed 11 people.  The crisis was sparked by protests over an increase in public transport fares but reflects simmering anger over intense economic inequality in Chile, as well as costly health, education and pension systems seen by many as inadequate. Throughout Monday demonstrators spread along main thoroughfares and bridges around the city, remaining on the streets until past 8 p.m., when an official military curfew came into force, before soldiers gradually dispersed them using water cannons, tear gas and verbal persuasion. Although he had described protesters as “delinquents” in previous statements, Pinera this time referred to “small groups” of vandals that had ransacked market stalls, supermarkets and small businesses, requiring a reconstruction plan that would cost “hundreds of millions of dollars”.   “We want to repair not only the physical damage but also the moral damage that these acts of violence have caused in the body and soul of our country,” he said.  He vowed to find ways to reduce the costs of basic services like electricity and highway tolls, improve the country´s pension offerings and reduce the price of medication and medical waiting lists. “I am very conscious that this is a first step and we have a long way to go,” he said.      Buses and metro networks were partially restored on Monday for people to return to work but many opted instead to join the biggest demonstrations in years in what is normally one of Latin America's most stable countries. Banging drums and pans, blowing whistles and waving signs calling for Pinera's ouster, the largely youthful and peaceful crowd filled Santiago's Plaza Italia and overflowed into surrounding streets, watched from the sidelines by soldiers and police, with helicopters hovering overhead.  “Pinera, listen! Go to hell!” the crowds chanted.  Jose Jimenez, 33, a filmmaker who had joined the protest, told  it was hard to predict what would come next.  “Something has broken,” he said. “The government has shown itself to be completely inept and until there's a way to respond to or contain this situation, I think it's only going to keep growing.”  Both the peso and the country's IPSA blue-chip stock exchange lost ground on Monday after the clashes.  Officials late Sunday said the country's copper mining industry, the world's largest, was operating normally, though the union of BHP's Escondida copper mine workers announced a daylong strike on Tuesday in solidarity with the protests. Finance minister Felipe Larrain said the civil unrest would “undoubtedly” have a “significant” impact on the economy. Dr. Jaime Manalich, the health minister, said 239 civilians had been injured in three days of unrest, while the death toll was raised to 11. Interior Minister Andres Chadwick said one man had died of gunshot injuries in the northern province of Coquimbo. Chile's Institute of Human Rights said it had made contact with 1,333 people detained in the protests, including 181 children and adolescents, along with 88 people who had been shot, five of whom were in serious condition and one in critical.  U.N. human rights boss Michelle Bachelet, a former president of Chile, called on Monday for independent investigations into the deaths in weekend protests, citing “disturbing allegations” of excessive use of force by security forces.     ","{'neg': 0.119, 'neu': 0.829, 'pos': 0.053, 'compound': -0.992}",-0.992
Ex-CEOs plead guilty to roles in U.S. college admissions scandal,Oct 21 2019,"BOSTON () - Four wealthy parents including the former chief executives of bond manager Pimco and specialty finance lender Hercules Capital Inc pleaded guilty on Monday to participating in a vast U.S. college admissions cheating and fraud scheme. Federal prosecutors in Boston say ex-Pimco CEO Douglas Hodge, Hercules Capital founder Manuel Henriquez and his wife, Elizabeth and onetime food manufacturer executive Michelle Janavs took part in a bribery scheme that helped their children gain admission to universities as fake athletic recruits. The four are among 52 people charged with participating in a vast scheme in which wealthy parents conspired with a California college admissions consultant to use bribery and other forms of fraud to secure the admission of their children to top schools. William “Rick” Singer, the consultant, pleaded guilty in March to charges he facilitated cheating on college entrance exams and helped bribe sports coaches at universities to present his clients' children as fake athletic recruits.  The 35 parents charged in the investigation include celebrities, such as “Desperate Housewives” star Felicity Huffman and “Full House” actress Lori Loughlin. Huffman reported to prison last week to serve a 14-day term after admitting she engaged in the cheating scheme. Loughlin has pleaded not guilty. Monday's pleas by the four parents came as another defendant, Martin Fox, who headed a tennis academy in Texas, agreed to plead guilty to helping facilitate the scheme and cooperate with investigators. Hodge, who was CEO of Allianz SE's Pimco from 2014 to 2016, admitted he paid $525,000 to facilitate the admission of his daughter and son to the University of Southern California (USC) as soccer and football recruits through the use of bribery. “I acted out of love for my children, but I know that this explanation for my actions is not an excuse,” Hodge said in a statement. The Henriquez couple turned to Singer to inflate fraudulently their two daughters' entrance exam scores and also paid him $400,000 to bribe a tennis coach to help their older daughter gain admission to Georgetown University, prosecutors alleged. Manuel Henriquez, who was chairman and CEO of Hercules prior to his arrest in March, in court disputed some of those claims but acknowledged he was guilty, adding he “never intended to hurt anybody.” Janavs conspired with Singer to pay $600,000 to facilitate  admission of two children to USC and Georgetown as athletes and paid another $100,000 to have a corrupt exam proctor correct her two daughters' answers on the ACT exam, prosecutors said. ","{'neg': 0.105, 'neu': 0.836, 'pos': 0.058, 'compound': -0.9398}",-0.9398
Fallout from Trump's trade wars felt by economies around the world,Oct 20 2019,"WASHINGTON () - The collateral damage of the United States' trade wars is being felt from the fjords of Iceland to the auto factories of Japan.      Central bank governors and finance ministers traded grim tales of suffering economies at the International Monetary Fund and World Bank fall meetings in Washington this week. Some also  noted how far U.S. policy had shifted from the 1940s, when Washington co-founded the IMF. At that time, “the world economy had been hammered for over a decade by high tariff barriers, depression and war,” prompting then-U.S. Treasury Secretary Henry Morgenthau to champion a global economic system, World Bank President David Malpass told attendees at a session this week.  The U.S. message then, Malpass said, was: “First, there's no limit to prosperity. Second, broadly shared prosperity benefits everyone.”  As the IMF's gathering of 189 member-nations drew to a close, the unintended negative impacts of the trade wars were becoming clear, IMF Managing Director Kristalina Georgieva said. “Everybody loses.” The United States, the world's largest importer, started a bitter tariff war with China, the world's largest exporter, 15 months ago. U.S. President Donald Trump is also in the midst of renegotiating, and sometimes upending, trade relationships with many of Washington's top trading partners. The fallout will slow global growth in 2019 to 3.0%, the slowest pace in a decade, the IMF estimated this week.  This pain is not being shared equally. The United States remains the least exposed of the world's 20 largest economies to a drop in exports in part because of its massive domestic consumer spending base.  (For a graphic that shows the impact of tariffs in the United States and around the world, click  ) The damage is being particularly felt in European countries which “rely on exports and are open to trade,” the European Union's Economic and Financial Affairs Commissioner Pierre Moscovici said. More than 40% of Germany's GDP was derived from exports in 2018, the most of any major global economy. Uncertainty in the business community is widespread, German Finance Minister Olaf Scholz told reporters.  German trade group BGA recently revised down its growth forecast for German exports in 2019 to just 0.5%, from 1.5%. As a result, many companies are scaling back their investment plans, something that will have repercussions for years to come. Scholz said concerns over Britain's impending departure from the EU and the bloc's trade dispute with the United States were clearly dampening global economic growth.  “The most important problem remains those factors that we cannot measure – specifically the reluctance to invest,” Scholz said. The pain is being felt in countries that don't rely on exports too, such as Iceland, which became the first developed economy to seek aid from the IMF after a 2008 banking collapse. Since then, it has rebuilt its economy in what's been called a miraculous recovery. Now, that is threatened. “We have become dependent on tourism,” explained Ásgeir Jónsson, the governor of Iceland's central bank, with annual visitors growing five-fold to 2.5 million since the crisis. Foreign arrivals, however, have plummeted since the trade wars started, and are down 15.6% this summer from the year before.  Iceland, with a population of about 300,000, built foreign currency reserves on the back of the increase in visitors, he said, but those are dropping too.  Trade links between countries have led to a more peaceful world in recent decades, but recent experience shows “you can never take global trade for granted,” Jónsson said. On Friday, Japan's Cabinet Office, which helps coordinate government policy, downgraded its assessment of factory output in October.  The softness in production was largely due to car exports to the United States turning weaker, after growing steadily until the spring, a government official said at a briefing. “The pick-up in global growth is being delayed,” Bank of Japan Governor Haruhiko Kuroda said. “Japan's economy is seeing exports weaken significantly and that's affecting factory output.” The United States hasn't been immune from the impact of the trade wars. American farmers have been particularly hurt by Chinese tariffs on U.S. agricultural products, prompting the Trump administration to give billions in aid to the farm belt.  Washington's imposition of steel and aluminum tariffs and uncertainty about passage of a new North American free trade deal - the United States-Mexico-Canada Agreement - have also stalled local economic development. Christopher Cabaldon, the mayor of West Sacramento, California, said bids for a $100 million infrastructure project in the city came in 80% higher than expected in part because of construction firms' need to factor in higher costs and the risk of additional tariffs in the future. “Even in small cities like my own, we see the impacts of trade. We have come to realize the deep integration of our local economies in the global system,” Cabaldon told  ahead of the IMF and World Bank meetings. “Most of my economic development plans ... are playing out on a global stage, not down the freeway.” The trade tensions are helping to spur a push among African nations to create a more self-reliant continent. “We must take it upon ourselves to grow trade among ourselves,” said Ukur Yatani Kanacho, Kenya's acting cabinet secretary for treasury.  Abdoulaye Daouda Diallo, the finance minister of Senegal, told reporters the U.S.-China trade tensions would affect African nations in the energy sector and cut funds available on financial markets. The dispute underscored the importance of the African Continental Free Trade Agreement, he said. Other emerging markets are also coming under pressure. “Ukrainian exporters faced worsened conditions in global commodity markets,” which drove down steel prices, said Kateryna Rozhkova, the deputy governor of the country's central bank.  Making matters worse, “the intensification of geopolitical conflicts led to rising oil and natural gas prices in the world,” she said. Bahrain's Finance Minister Sheikh Salman bin Khalifa Al Khalifa said the Gulf region was also affected by trade tensions and the resulting slowdown in investment, although geopolitical concerns – about Iran, for example – were another major factor. “Trade tensions create uncertainty and nobody is insulated from uncertainty,” he told .  Peru cut its 2019 economic growth estimate to 3% in August, from 4.2%, citing trade factors. Mexico is edging closer to a recession that its officials say might be more difficult to reverse than during the last downturn more than a decade ago. “The Great Recession basically caught everybody by surprise, but economies were willing to cooperate and work together to pull it out,” Mexican Finance Minister Arturo Herrera said. “This slowdown is taking nobody by surprise, but there is very little appetite for cooperation.” ","{'neg': 0.101, 'neu': 0.804, 'pos': 0.095, 'compound': -0.8794}",-0.8794
Italy's biggest bank wants to become less Italian,Oct 21 2019,"MILAN () - The chief executive of UniCredit () has a plan to revive his company's ailing share price - make it less Italian.  Italy's biggest bank is looking at whether it can distance itself from its home country's stagnating economy and fractious politics by putting some of its most prized assets under one roof in Germany, people familiar with the matter said. Jean Pierre Mustier will unveil on Dec. 3, as part of his new business plan, a scheme to set up a new sub-holding company in Germany to house the bank's foreign operations, the sources said. By keeping its assets in Germany, Austria, Eastern Europe and Turkey away from Italy, UniCredit could reduce their Italian identity - and associated credit rating - making their funding cheaper, the sources said. Mustier, a Frenchman appointed in July 2016 to reinvigorate the then weakly capitalized Milanese bank, has sold businesses, cut jobs and shut branches to strengthen UniCredit's balance sheet. Sources earlier this year said the bank had put on ice a possible bid for German rival Commerzbank (). But UniCredit, which describes itself as pan-European, operates in 14 countries and makes just over half of revenues outside Italy, is still essentially perceived by investors as a risky Italian institution.   The new plan is an indication of Mustier's belief that the Italian economy is holding back UniCredit's share price and risks pushing up the bank's funding even more if the economic outlook deteriorates.       “Who can say for sure that Italy's debt won't be downgraded to junk?” said one source, speaking on condition of anonymity and describing the corporate reorganization as an insurance policy if Italy's economy continues to perform poorly. “The bank has to be ready for that kind of possibility,” the person said, noting Moody's currently rates the euro zone's third biggest economy - burdened with the second highest debt to GDP ratio in the single currency bloc - just one notch above non-investment grade. Germany has a triple-A rating with all major credit ratings agencies.  Italian banks - which are struggling with bad loans, a sluggish economy and political instability - have traditionally been seen as a proxy for the country's sovereign debt because they hold vast amounts of government bonds. UniCredit trades at 0.5 times book value, among the lowest levels in the industry, despite having a better than average return on equity. Its share price has fallen 30% since April last year, wiping out much of the rally it had after Mustier took charge. To place a $3 billion, five-year bond in November last year, when a sell-off in Italian assets sent borrowing costs for the country's banks soaring and shut all but the strongest names out of the funding market, UniCredit had to pay a steep 7.8% coupon. “UniCredit is by size one of Europe's leading banking groups but, because of its Italian roots, investors associate it with the Italy risk to an extent which is in my opinion excessive given its geographical diversification,” Stefano Caselli, banking and finance professor at Milan's Bocconi University. “It's clear that UniCredit pays a price both in terms of regulatory capital and cost of funding for being Italian,” he said. “So a diversification strategy aimed at allowing the bank to link its cost of funding to the countries where it is present makes total sense.”  Some other Italian companies with big foreign operations, including car maker Fiat Chrysler () and broadcaster Mediaset (), have moved or are in the process of moving their legal headquarters to the Netherlands as part of a pivot away from Italy.   The European Central Bank would have to approve the plan to set up the holding company in Germany - where UniCredit already owns lender HVB - potentially taking at least a year, meaning the shift would not happen for sometime.  Mustier has repeatedly said that UniCredit will remain listed and headquartered in Milan and reiterated the bank's commitment to its home country. But since May he has steadily cut the bank's exposure to Italy, including by selling its stake in online broker FinecoBank () and announcing it would reduce its 55 billion euros ($61.37 billion) portfolio of Italian government bonds.  The bank is also considering cutting 10,000 jobs, or around 10% of its workforce, as part of the new 2020-2023 plan, almost all of them in Italy, sources said in July.  UniCredit has said any workforce reduction will be handled through early retirement. But the planned cuts, together with a wider management reshuffle earlier this year, have helped to create a perception among some employees and rivals that the bank is less focused on its Italian operations.  “You can tell that the Italian commercial business is not a priority for them, they are not aggressive, they are not chasing clients,” said the chief executive of another Italian bank. A UniCredit spokesperson said that figures from the bank's divisional database showed customer deposits for Italy's commercial banking operations rose by 4.3% in the second quarter of 2019 from a year earlier, while customer loans increased by 1.7% over the same period.    ","{'neg': 0.042, 'neu': 0.901, 'pos': 0.057, 'compound': 0.9079}",0.9079
Sudan rebel leader says government agreed to open access for aid,Oct 21 2019,"JUBA () - Sudan has agreed to open humanitarian access to war-torn areas of the country for the first time in eight years as part of a new roadmap enabling suspended peace talks to resume, a rebel leader said on Monday.  “We are expecting that the humanitarian situation is going to improve in Darfur, Nuba Mountains and Blue Nile,” Yasir Arman, deputy head of a coalition of rebel groups, told .  The Sudanese government and major rebel groups agreed on Friday to the roadmap and signed a declaration confirming their commitment to it on Monday in Juba, the capital of South Sudan, which has hosted the talks for the past week. “Peace is the ultimate goal of the government of Sudan,” Mohamed Hamdan Dagalo, a leading member of Sudan's transitional government, said after signing the agreement on Monday. “Peace will open a new path for the country. I appealed to the International Community to support the process.” The roadmap includes a cessation of hostilities agreement, which both parties have repeatedly broken in the past. The parties agreed on Monday to resume talks after a two-week break.  An end to multiple conflicts in Sudan is a prerequisite for the United States to remove the country from its list of sponsors of terrorism. Sudan is being led by a transitional government after a coup in April overthrew longtime autocrat Omar al Bashir after months of deadly protests. The agreement to open humanitarian access is something that Bashir's government refused to do for eight years, Arman said. “We believe we have a partner in Khartoum and there's a new environment created by the revolution,” he added. The new government in Khartoum is anxious to make peace. The government is cash-strapped and in need of debt relief and financing from multilateral lenders, but its designation as a state sponsor of terrorism has cut it off from such support.  ","{'neg': 0.091, 'neu': 0.807, 'pos': 0.102, 'compound': 0.1901}",0.1901
Factbox: The reform plans agreed by Lebanese government amid massive protests,Oct 21 2019,"BEIRUT () - Lebanon's government on Monday agreed a package of long-stalled reforms to try to ease an economic crisis and defuse the biggest protests against the ruling elite in decades. The cabinet also approved a 2020 state budget that does not impose any new taxes on individuals and aims for a deficit of 0.6% of GDP, down from a previous target of around 7%. Commercial banks and the central bank are set to contribute to the deficit cut with 5.1 trillion Lebanese pounds ($3.4 billion), including through a tax hike on bank profits. Under pressure, Hariri and top officials drew up the package at the weekend, as hundreds of thousands of people flooded the streets to demand his government resigns.  Here is a list of the main plans the government agreed on: 1- A reduction of 1 trillion Lebanese pounds ($663 million) in the deficit in the power sector, which bleeds state funds while failing to meet the country's needs. Hariri said on Friday that covering the deficit of the state-owned electricity company costs the treasury $2 billion a year. 2- Speeding up the process of awarding contracts for the construction of new power plants to complete it within four months  3- Plans to approve, within three weeks, the first phase of a capital investment program that donors have pledged to finance with $11 billion, on condition of reforms 4- A 50% cut in the salaries of current and former presidents, ministers, and lawmakers 5- Appointing regulatory bodies for the power sector, telecommunications, and civil aviation “as soon as possible”  6- Scrapping the information ministry immediately and a number of obsolete government bodies  7- Setting up scanners at border crossings to combat smuggling and toughening punishments for smugglers 8- Providing an additional 20 billion Lebanese pounds ($13.3 million) to a program that supports poor families  9- Providing $160 million to back housing loans 10- Approving social security benefits for seniors by the end of the year. It was not clear how much this would cost.  11- Passing a law to create a national body to fight corruption by the end of the year 12- Drafting a law that seeks to restore stolen public funds 13- A 70% cut in the budgets of the state-run Council for Development and Reconstruction, the Central Fund for the Displaced, and the Council for South Lebanon 14- Launching investment projects for the northern and southern entrances of the capital Beirut 15- Approving a general amnesty law by the end of the year ","{'neg': 0.124, 'neu': 0.797, 'pos': 0.079, 'compound': -0.9666}",-0.9666
Agreeing Brexit deal 'self-evidently' in UK's economic interest: finance minister,Oct 21 2019,"LONDON () - Agreeing the Brexit deal negotiated by Prime Minister Boris Johnson is “self-evidently” in the interest of Britain's economy, finance minister Sajid Javid said in a letter published on Monday. Johnson agreed a deal in talks with EU officials last week, but with just 10 days left until the United Kingdom is due to leave the bloc, the divorce is again in disarray as Britain's politicians argue over whether to leave with a deal, exit without a deal or hold another referendum. “My starting point is that agreeing the Withdrawal Agreement is self-evidently in our economic interest,” Javid said in the letter responding to a parliamentary committee's request for an economic analysis of Johnson's deal. “It would bring an end to the damaging uncertainty and delay of the past years, and allow businesses to get on with taking decisions, including around recruitment and investment.”  Javid said the Brexit department would publish more information on the deal in coming days to inform discussion in parliament, but did not commit to publishing an economic impact assessment because many of the long-term details were not known.  He said the overall impact was hard to measure.  “My last point is to say that trust in democracy and bringing an end to the division that has characterized this debate over the past three years, is something that cannot be measured solely through spreadsheets or impact assessments, important though they are,” Javid said.  “Respecting the referendum and closing this chapter so we can focus on delivering growth and the public services people deserve, is the right thing to do for our country.” ","{'neg': 0.069, 'neu': 0.829, 'pos': 0.102, 'compound': 0.8679}",0.8679
Reckitt hires Ahold's Carr to take over as CFO in 2020,Oct 21 2019,"() - Reckitt Benckiser () named Ahold Delhaize () finance chief Jeff Carr as successor to Adrian Hennah, who is retiring as CFO of the British consumer goods company next year. The maker of Durex condoms and Lysol disinfectant said on Monday that Carr, who has been finance chief at Dutch-American supermarket operator Ahold since 2011, would bring “extensive experience across consumer and retail companies”. The appointment of Carr, who worked for Reckitt between 1994 and 2004, is its second big management change this year after replacing long-time chief executive Rakesh Kapoor with PepsiCo () executive Laxman Narasimhan as CEO. “Carr is known in the Food Retail industry as a CFO who has historically set conservative financial guidance, and successfully managed to meet or beat it,” Bernstein analyst Andrew Wood wrote in a note. “His reputation and conservative approach should help rebuild investor trust in the company,” Wood added. Shares in Slough-based Reckitt have slumped 16% over the past three years, during which it faced a safety scandal in South Korea, a failed product launch and a cyber attack.  This resulted in Kapoor's exit in September at a time when Reckitt is also battling broader industry challenges. Reckitt CEO Narasimhan said Carr, 58, had a record of building strong teams and capital allocation discipline. Carr, who began his career at Anglo-Dutch firm Unilever () and has held senior roles at companies including AB Foods () and easyJet (), will take over in April from Hennah, who will stay on until October 2020.  Carr would take over in April from Hennah, who will stay on until October 2020, completing seven years as CFO.     Reckitt said Carr be paid 680,000 pounds ($882,776) and have a pension allowance of 10% of his salary, as well as other benefits.  Reckitt is due to report third quarter results on Tuesday.  ","{'neg': 0.036, 'neu': 0.885, 'pos': 0.08, 'compound': 0.9001}",0.9001
UPDATE 1-Agreeing Brexit deal 'self-evidently' in UK's economic interest - finance minister,Oct 21 2019,"(Adds context, quotes) LONDON, Oct 21 () - Agreeing the Brexit deal negotiated by Prime Minister Boris Johnson is “self-evidently” in the interest of Britain's economy, finance minister Sajid Javid said in a letter published on Monday. Johnson agreed a deal in talks with EU officials last week, but with just 10 days left until the United Kingdom is due to leave the bloc, the divorce is again in disarray as Britain's politicians argue over whether to leave with a deal, exit without a deal or hold another referendum. “My starting point is that agreeing the Withdrawal Agreement is self-evidently in our economic interest,” Javid said in the letter responding to a parliamentary committee's request for an economic analysis of Johnson's deal. “It would bring an end to the damaging uncertainty and delay of the past years, and allow businesses to get on with taking decisions, including around recruitment and investment.” Javid said the Brexit department would publish more information on the deal in coming days to inform discussion in parliament, but did not commit to publishing an economic impact assessment because many of the long-term details were not known. He said the overall impact was hard to measure. “My last point is to say that trust in democracy and bringing an end to the division that has characterised this debate over the past three years, is something that cannot be measured solely through spreadsheets or impact assessments, important though they are,” Javid said. ","{'neg': 0.076, 'neu': 0.825, 'pos': 0.099, 'compound': 0.7482}",0.7482
Agreeing Brexit deal 'self-evidently' in UK's economic interest - finance minister,Oct 21 2019,"LONDON, Oct 21 () - Agreeing the Brexit deal negotiated by Prime Minister Boris Johnson is “self-evidently” in the interest of Britain's economy, finance minister Sajid Javid said in a letter published on Monday. “My starting point is that agreeing the Withdrawal Agreement is self-evidently in our economic interest,” Javid said in the letter responding to a parliamentary committee's request for an economic analysis of Johnson's deal. ","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.8779}",0.8779
Private equity groups vie for UK testing firm LGC: sources,Oct 21 2019,"FRANKFURT () - Private equity groups including Cinven and Blackstone are vying to buy KKR-owned () LGC Group in a deal that could value the British scientific measurement and testing company at as much as 2.5 billion pounds, people close to the matter said.  Cinven, which is working with Abu Dhabi Investment Authority (ADIA), made it to the second round of bidding alongside rival offers from Blackstone () and Advent, they said.  U.S. private equity firm Leonard Green is also in the running for the company, which is expected to fetch 2-2.5 billion pounds including debt, one of the people said. The private equity groups declined to comment or were not immediately available for comment.  LGC, formerly the Laboratory of the Government Chemist, specializes in testing materials for the pharmaceuticals, agricultural biotechnology, diagnostics and food industries as well as for the government and academia. Tests it offers includes those to determine the quality of beer brewers' malt, check if milk powder contains salmonella, or find traces of drugs in hair samples. JP Morgan is organizing the auction, the people said. JP Morgan, HSBC and KKR Capital Markets are expected to provide a staple financing of 7.5-7.75 times LGC's approximate EBITDA of 165-170 million pounds, to back a possible sale to one of the private equity groups, IFR reported last month. KKR bought LGC from Bridgepoint in 2015 for about 650 million pounds and has since helped the company grow through a string of acquisitions. Among others, LGC bought Toronto Research Chemicals in August and SeraCare Life Sciences in December. LGC traces its roots to a laboratory set up by Britain's Department of Excise to check whether substances had been added to tobacco to increase profits and evade duties. The testing company was privatized in 1996 and has seen several ownership changes since. ","{'neg': 0.008, 'neu': 0.936, 'pos': 0.056, 'compound': 0.8926}",0.8926
